model_key,model_line,role,role_label,condition,condition_label,run_id,ema,correct,esr,executable,string_exact,normalized_exact,char_accuracy,token_accuracy,esr_minus_ema,prompt_tokens_mean,prompt_tokens_max,completion_tokens_mean,completion_tokens_max,completion_limit_cases,empty_sql,max_input_tokens,max_new_tokens,csv_path,csv_sha256,config_path,config_sha256,metadata_path,metadata_sha256,trace_path,trace_sha256
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,top1_gate070,Top-1 Gate 0.70,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759,0.5843023255813954,603,0.8333333333333334,860,0.19864341085271317,0.3439922480620155,0.5410575949612403,0.6358678885658914,0.24903100775193798,586.125,2041,36.94186046511628,164,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759.csv,66b8dc03b38cf681e2ebf16bc6451f325f65f5c5c906b832e88c9a24a0227fe2,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,14596e5351f43f6afc249c351eac8e553b704c37969ab38540dd8b91de3b673e,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759_metadata.json,76c185ed333e92aa843f96860046bcb6c9aeb070e120687906f43ec148cfc252,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,top1_gate085,Top-1 Gate 0.85,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913,0.5988372093023255,618,0.8536821705426356,881,0.1996124031007752,0.3391472868217054,0.5519276569767442,0.648175773255814,0.2548449612403101,391.22093023255815,1307,36.87015503875969,164,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913.csv,c7470ef62a35a96d653e40e4b06d075a0ab156d2dabeae5341c0e791bccf225e,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,1c3284bb1bf461f2daf430fc768506df2d398f2e36fedf0e9750e9a7ebb08711,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913_metadata.json,f33c32fdeb7ae176348c3a3dbaf2d89def4a22db92e20d4843103910a8a15cfb,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,static_seed42,Static k=1 Seed 42,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013,0.5591085271317829,577,0.8226744186046512,849,0.17151162790697674,0.3013565891472868,0.5137354108527131,0.6053344108527131,0.26356589147286824,595.9089147286821,960,37.252906976744185,164,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013.csv,b7c34fce681362e97f7e2281538ca314a03224870ee65a731849fa4aa2ba41db,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_static_k1_full_schema_seed42_maxinput2048_full_aliasnames.json,948f460175a6ad1bec26124357fb09e1ed5e23b87d3c39b0a4276588c1121d42,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013_metadata.json,a96ebaaf7ce8a45a3d7a0c2c589e4c03ba3a09fde95984949bba6ade106b687c,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013_retrieval_traces.jsonl,0a0376c7feb11ec548c04cf2b0cd4e7fdf3053b003a1c8baccdb03853665e90b
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure,Structure Top-10 v2,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_120540,0.5523255813953488,570,0.7994186046511628,825,0.1812015503875969,0.31492248062015504,0.5170859166666666,0.6067059796511628,0.24709302325581395,730.718992248062,2045,38.076550387596896,159,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_120540.csv,2f909126e53c2c3e91b15692c242b20240d052da9e02f5c5999c32f14eef40b6,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,fbc4a91be7d1304d63a12ca13a48bfe9335bf3e543441b9aa972d064ab1a88e3,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_120540_metadata.json,f19eea91af7b3955004c1121c092b31bd0e666d86aefeadf8de9df53a98154dd,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_120540_retrieval_traces.jsonl,365178a7208e1a3e038190467012a810321ce6d5b95641e29aec1cae56677a63
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure_gate070,Structure Gate 0.70,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740,0.5823643410852714,601,0.8304263565891473,857,0.19089147286821706,0.34108527131782945,0.5430601627906977,0.637388476744186,0.24806201550387597,583.2790697674419,2044,37.07461240310077,164,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740.csv,81d045dec8f4c4188efe4cacbecc7d9863a36c38f19d31d3f3bf1b680417a2b7,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,aba5dbe17f34e7f926ba86ce9df429cc51b05665c5771ca33e83d66be9092209,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740_metadata.json,6a5530c2f9dcac98c0ac1a83c63a352d72cf34e2135081298d6621821a83c468,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740_retrieval_traces.jsonl,51ccf286db38f5c8f2d6dd070bd68639904c913c727bf6c1509be47afebb2fcf
qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure_gate085,Structure Gate 0.85,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822,0.5988372093023255,618,0.8536821705426356,881,0.1996124031007752,0.3391472868217054,0.5521020494186046,0.6481957248062016,0.2548449612403101,390.718992248062,1307,36.82461240310077,164,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822.csv,954db6c8ef5926ecadd1335ac8600711afb1f25d72ee86922d0c23af5ff23cf6,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,a3969438f279d94ec908c2e990cb25406de1017efbee1bdd7f62ef39edb40a77,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822_metadata.json,3ea65b4cf9ce3dc9ede90e08785cf5ec9cf18f3c304fcd79d921ae052a3551c8,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822_retrieval_traces.jsonl,6706da477ae9bb56efd5850e52764b99db1bf91f565b7cb8e00bd22baf7bf9c9
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,zero_shot,Zero Shot,run_base_20260714_162526,0.5503875968992248,568,0.8498062015503876,877,0.02616279069767442,0.1928294573643411,0.277095265503876,0.41812577325581396,0.29941860465116277,381.3401162790698,742,32.707364341085274,194,0,5,2048,256,results/run_base_20260714_162526.csv,e24f8ed9a2421cb78637fac1faeef1464f79019f98604685d1d4ff9bcf37173a,configs/eval_llama32_3b_instruct_base_zero_shot_maxinput2048_full_aliasnames.json,b06e89e06cc4bfe87f2f74a12a737386aa49524507166c60d8ba16a622610763,results/run_base_20260714_162526_metadata.json,f8ab85f769919076063f5c52768fe8bb2abb0a72291cc22719909ed7cd361c71,,
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,top1,Dynamic Top-1,run_base_20260714_164116,0.5474806201550387,565,0.8420542635658915,869,0.08430232558139535,0.2315891472868217,0.3641741647286822,0.4772343246124031,0.2945736434108528,712.937984496124,2023,32.34108527131783,126,0,5,2048,256,results/run_base_20260714_164116.csv,1558342a130fc421f25bb320bb8f6fd068d7f395a2ab81af9647b0ad59763088,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,cd638753720cd43a32396331f246fec03858992b68999025b8944205aa0a28bc,results/run_base_20260714_164116_metadata.json,966ab6ed9704e0d58d6382d3e1ea2fb0952d40ca0d318bdfd1651f5c2266c9ec,results/retrieval_traces/run_base_20260714_164116_retrieval_traces.jsonl,41a80a7020c652d86c49b60ac1570c9ecb366b8b110281f64815450d4ce046c0
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,top1_gate070,Top-1 Gate 0.70,run_base_20260714_165432,0.5581395348837209,576,0.8585271317829457,886,0.07945736434108527,0.23062015503875968,0.3484779089147287,0.45615767538759694,0.3003875968992248,585.6133720930233,2023,32.46124031007752,147,0,5,2048,256,results/run_base_20260714_165432.csv,48cef6fd6bde75564f119f6adfcd445556b6f5efc293e241c4ad9d8f15fc58cf,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,dadd1f60b8aed6b5baf93e87c5f081e5321b0b1220ed9249d6456163ea77f23e,results/run_base_20260714_165432_metadata.json,4ff3415adf11fedf4ac49c5336324c841818e2b45cca23a3f50b70798d618575,results/retrieval_traces/run_base_20260714_165432_retrieval_traces.jsonl,0bad2e6d80695352a444b6d03a96e72d6d720e5b8edf1cb2e25e7d6caec4bae4
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,top1_gate085,Top-1 Gate 0.85,run_base_20260714_170748,0.5523255813953488,570,0.8468992248062015,874,0.035852713178294575,0.20155038759689922,0.28713113468992246,0.42379998740310076,0.2945736434108527,399.7587209302326,1292,32.51841085271318,194,0,5,2048,256,results/run_base_20260714_170748.csv,37307711c04c1935c4c35bd94a4d85680451ef9a63369d562a43ef1333459651,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,e4569c64126a69fa95b90cdfb47d73451d88cbfcb54a91b5ca66a28921e1ef5b,results/run_base_20260714_170748_metadata.json,91eb593784fa30c7bf8260c94d7b0c13fe34ac7d6bbd29091a5073e78b1288f1,results/retrieval_traces/run_base_20260714_170748_retrieval_traces.jsonl,85b1a7f0b0a62edf2a45b59d8e452b418da9fcf5501856961ee94bcb14cae954
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,static_seed42,Static k=1 Seed 42,run_base_20260714_172224,0.5426356589147286,560,0.8633720930232558,891,0.05426356589147287,0.23352713178294573,0.33470128779069763,0.46082245930232557,0.32073643410852715,584.3401162790698,945,27.156007751937985,159,0,1,2048,256,results/run_base_20260714_172224.csv,4b217fc7c6105d1924244c91faf104ded760b45536b580b51e9ed27d47a9e92b,configs/eval_llama32_3b_instruct_base_static_k1_full_schema_seed42_maxinput2048_full_aliasnames.json,b57dbc56082a4075bf271b257e931e44a531231ea82afc6fa084c3a35b3529f8,results/run_base_20260714_172224_metadata.json,fdff310de798fd5bf4e8b9ef6cb18a39ae791b5fda4fbd12ee1b434634913ff8,results/retrieval_traces/run_base_20260714_172224_retrieval_traces.jsonl,f46dac7f077d54ae47b3b947f0da273149e4656aaa6c7d0e916cc1cc78c21266
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,structure,Structure Top-10 v2,run_base_20260714_173302,0.5571705426356589,575,0.8468992248062015,874,0.09205426356589147,0.23837209302325582,0.37825625,0.49288306782945734,0.2897286821705426,723.8585271317829,2026,33.083333333333336,126,0,6,2048,256,results/run_base_20260714_173302.csv,a06d930b621179a0cf41d981eb0cbc36d14ebb133eee0015feae3b20280f9bb8,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,5200355e940504249349e30624064231d80fd55863110fa823455f9742eac41a,results/run_base_20260714_173302_metadata.json,8b0a35ed7015c03f96be383bf5c3c806bebb286b6c9d6fbb5ce5d8c553aa6a0d,results/retrieval_traces/run_base_20260714_173302_retrieval_traces.jsonl,60237c468fc052d1d6417722aa55abdd5b41ef57eddfe3e0a86077e1b0d50f63
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,structure_gate070,Structure Gate 0.70,run_base_20260714_174639,0.563953488372093,582,0.8585271317829457,886,0.07848837209302326,0.2315891472868217,0.3525996375968993,0.46317617635658914,0.2945736434108527,583.0891472868217,2026,32.8343023255814,147,0,6,2048,256,results/run_base_20260714_174639.csv,371a7952268d34f7675cbe82afcbfab8c779ed42e169fcdb0049554cdfcf5f04,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,ece6deb366feed8a9c785b2bd375e542c0a387ff0b3dc28150152aecf4ee121b,results/run_base_20260714_174639_metadata.json,143c1e44a9d49c015a95c7867b20ae25edf819245f112ad8d0face172ea36492,results/retrieval_traces/run_base_20260714_174639_retrieval_traces.jsonl,a4bd351593ab578d27d9d734ef2b5e169752d7af3706dd810cf25bccda4f8bec
llama3b,Llama 3.2 3B Instruct,base,Ausgangsmodell,structure_gate085,Structure Gate 0.85,run_base_20260714_180015,0.5513565891472868,569,0.8468992248062015,874,0.035852713178294575,0.2005813953488372,0.2865081027131783,0.4232480048449612,0.2955426356589147,399.265503875969,1292,32.51841085271318,194,0,5,2048,256,results/run_base_20260714_180015.csv,1c60b02d9fe274256a42be8eea27050ec42d874472f99b0839416514889f67be,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,d040c91d7fb8be171dcd77198ae95516add1c7f68976e192d012dd81d904a47a,results/run_base_20260714_180015_metadata.json,534df5704ec7e310dc4aadb53f25802444365a91ff4b5a5f00a3956cc45cb937,results/retrieval_traces/run_base_20260714_180015_retrieval_traces.jsonl,51d6fb2b8235bf3a6448ea6f87084d7becb5dd8926d6c96bb13e6ae2e0566e89
llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,zero_shot,Zero Shot,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_215808,0.6104651162790697,630,0.8682170542635659,896,0.1695736434108527,0.3866279069767442,0.5869119631782945,0.6881450135658915,0.25775193798449614,381.3401162790698,742,32.48837209302326,143,0,0,2048,256,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_215808.csv,529b46d47775d1ce4ca677e8bd7eba129df25798736cd85b62a953340f7cfda0,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_zero_shot_maxinput2048_full_aliasnames.json,8d0de1fa0d169924bfadd3ae7584bd42359f6ebcb2008827f936a57732f79be0,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_215808_metadata.json,9fceb76bf62d24eed3fb5c676436ea0e314c985d3063b5a4ec77b3131a94c73a,,
