run_family,model_line,model_role,condition,run_id,config_path,config_sha256,result_path,result_sha256,metadata_path,metadata_sha256,trace_path,trace_sha256,model_id,model_revision,revision_evidence,adapter,runner_variant,runner_sha256,runner_hash_evidence,prompt_format,system_prompt_sha256,max_input_tokens,max_new_tokens,generation_batch_size,extractor_mode,timeout_policy,cases,unique_case_ids,missing_cases,duplicate_cases,case_order_identical,raw_outputs_nonempty,extracted_sql_nonempty,execution_status_complete,trace_rows,trace_order_identical,prompt_tokens_max,prompt_tokens_over_limit,prompt_truncations,summary_consistent,authoritative_status,notes
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,base,top1,run_base_20260712_143438,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,0fd0dc9e7e983da43ce2751481d2596ca8c9a5cd5213252e1e8f904ad0314a48,results/run_base_20260712_143438.csv,4b725fa2798e1381f00bcada4b82b101c58f48424111f73dea4a24d892caddac,results/run_base_20260712_143438_metadata.json,b07fd9d5be3a6a3b7db7ae55839230d2c0405f42c1cf5e60e0160ad7402f82c4,results/retrieval_traces/run_base_20260712_143438_retrieval_traces.jsonl,e79c0297ad3a0a94e00da96af175693e8dfd450b0cfbd9761c2e46d3efafa049,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,base,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2045,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,lora_v2,top1,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,c2c0bc5fd13265451765ec8d4b4537b0f41be8d6efec3c310fd8f4012391d4f0,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744.csv,82f2c0ae864d09382b094ad0a180f48e4697e96995f9c7f9ab3c7af0e52a6df0,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_metadata.json,5c6335632f3560b63d78d90bc3040d664b80a72ea2ca8fcf2173ae7748100518,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_125744_retrieval_traces.jsonl,e79c0297ad3a0a94e00da96af175693e8dfd450b0cfbd9761c2e46d3efafa049,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2045,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,base,top1_gate070,run_base_20260712_183739,configs/eval_qwen35_2b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,fbece6096a91a564e94be62b98a9834407fa2722c2d72e057252c4ad99e33bd5,results/run_base_20260712_183739.csv,0f3f996aa8ad7412a21ac76fd015ce5fa1e2f50e8e2da9a8221d2a9ae0a05c73,results/run_base_20260712_183739_metadata.json,e38b6a5824393877f14c105595d3d234eeb8876de6a2298aaecb3aeb08b030e4,results/retrieval_traces/run_base_20260712_183739_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,base,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1027,True,1032,True,2041,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,lora_v2,top1_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,14596e5351f43f6afc249c351eac8e553b704c37969ab38540dd8b91de3b673e,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759.csv,66b8dc03b38cf681e2ebf16bc6451f325f65f5c5c906b832e88c9a24a0227fe2,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759_metadata.json,76c185ed333e92aa843f96860046bcb6c9aeb070e120687906f43ec148cfc252,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_095759_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2041,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Llama 3.2 3B Instruct,base,top1_gate070,run_base_20260714_165432,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,dadd1f60b8aed6b5baf93e87c5f081e5321b0b1220ed9249d6456163ea77f23e,results/run_base_20260714_165432.csv,48cef6fd6bde75564f119f6adfcd445556b6f5efc293e241c4ad9d8f15fc58cf,results/run_base_20260714_165432_metadata.json,4ff3415adf11fedf4ac49c5336324c841818e2b45cca23a3f50b70798d618575,results/retrieval_traces/run_base_20260714_165432_retrieval_traces.jsonl,0bad2e6d80695352a444b6d03a96e72d6d720e5b8edf1cb2e25e7d6caec4bae4,meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,PERSISTED,base,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,llama32_instruct_native_chat,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1027,True,1032,True,2023,0,0,True,COMPLETE_VALID,
PRE_K3_AUTHORITATIVE_BASELINE,Llama 3.2 3B Instruct,lora_v2,top1_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,83e70474d632aa71f108e62a6f606d2937db7ca1823df313dc90ef12bd0b2ee4,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553.csv,4ee03c772d8fd6b4d7d8b0f51b565edf58925163e53598f15b25d54438261f33,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553_metadata.json,7c52864b55e6598ae88fdb3d6deaff960f6894931a37f95b461de178238ebe14,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553_retrieval_traces.jsonl,0bad2e6d80695352a444b6d03a96e72d6d720e5b8edf1cb2e25e7d6caec4bae4,meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,PERSISTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,llama32_instruct_native_chat,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2023,0,0,True,COMPLETE_VALID,
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,base,top1_gate070,run_base_20260712_150257,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate070_maxinput2048_full_aliasnames.json,8d60e863cc65e54bf7617453b42eb79851dda08eec53032893282daa93146efc,results/run_base_20260712_150257.csv,80a0b5522b40786cb55eb6b53f8124244348131322acac163dd040b7c55407e5,results/run_base_20260712_150257_metadata.json,37f793a61646721212b20a23041cdc1febdaf9372f13ad22add8837e54267602,results/retrieval_traces/run_base_20260712_150257_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,base,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2041,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,lora_v2,top1_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,6d443c49e88e1e776e94a7231dc6f60424b8b30d3e744e08260b4dd1d3f8caf1,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127.csv,f6be851a25baa410052acdd2b59d0b3d40706153fe2a43d18dde2112ec01464a,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_metadata.json,63b04fd96d805f17b71b515fb058cc2d57039cfe6b899be28c599f9142239019,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_135127_retrieval_traces.jsonl,64f450f736b53f2408ea4f8c6e96a9d10e99a1cd938ab3c60e860ebd4fa7b5b7,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,2041,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,base,top1_gate085,run_base_20260712_194508,configs/eval_qwen35_2b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,c2d9b210b3176c74ddb201fae46e7fbe15c4409e351546fae841e47ea61200dc,results/run_base_20260712_194508.csv,a644aa4aad5354d74e6adfa02228423b36a12bbb32e6bd9df068563e74061db5,results/run_base_20260712_194508_metadata.json,3fd7edae94c112e73d38225553543f621cf36ebdbde31bbfd6b8ca4ad0aaf401,results/retrieval_traces/run_base_20260712_194508_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,base,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1023,True,1032,True,1307,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,lora_v2,top1_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,1c3284bb1bf461f2daf430fc768506df2d398f2e36fedf0e9750e9a7ebb08711,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913.csv,c7470ef62a35a96d653e40e4b06d075a0ab156d2dabeae5341c0e791bccf225e,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913_metadata.json,f33c32fdeb7ae176348c3a3dbaf2d89def4a22db92e20d4843103910a8a15cfb,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_103913_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,1307,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Llama 3.2 3B Instruct,base,top1_gate085,run_base_20260714_170748,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,e4569c64126a69fa95b90cdfb47d73451d88cbfcb54a91b5ca66a28921e1ef5b,results/run_base_20260714_170748.csv,37307711c04c1935c4c35bd94a4d85680451ef9a63369d562a43ef1333459651,results/run_base_20260714_170748_metadata.json,91eb593784fa30c7bf8260c94d7b0c13fe34ac7d6bbd29091a5073e78b1288f1,results/retrieval_traces/run_base_20260714_170748_retrieval_traces.jsonl,85b1a7f0b0a62edf2a45b59d8e452b418da9fcf5501856961ee94bcb14cae954,meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,PERSISTED,base,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,llama32_instruct_native_chat,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1027,True,1032,True,1292,0,0,True,COMPLETE_VALID,
PRE_K3_AUTHORITATIVE_BASELINE,Llama 3.2 3B Instruct,lora_v2,top1_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,3a1e79753c7477ef4a5633dd1a40b132291fa2d6a3a979bbc6f96e7f0b4693d5,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516.csv,a60c4e896c75443f176e2423252dd6d09dc127ca615fb24c2c9f058407ef3c7a,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516_metadata.json,db7d3f40255b6ed7891646fa0ca35df1a4e1651fad0c3cde3d9cfd24a0088d7f,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516_retrieval_traces.jsonl,85b1a7f0b0a62edf2a45b59d8e452b418da9fcf5501856961ee94bcb14cae954,meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,PERSISTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,llama32_instruct_native_chat,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,1292,0,0,True,COMPLETE_VALID,
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,base,top1_gate085,run_base_20260712_153056,configs/eval_qwen35_9b_base_dynamic_fewshot_bge_large_top1_k1_full_schema_similarity_gate085_maxinput2048_full_aliasnames.json,be6490e89a04ce2d2a3bb3543796a10cec87b69022e536ac31edab64e5ccd1db,results/run_base_20260712_153056.csv,09270fe17fcd659876530ce9dda0f099762565d451b14f21eedb76fe801e1e9e,results/run_base_20260712_153056_metadata.json,efe005880c8057d6ff369f260274a847d30390a91e4e4d130fbedb69ba547bfe,results/retrieval_traces/run_base_20260712_153056_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,base,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,1307,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 9B,lora_v2,top1_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738,configs/eval_qwen35_9b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,3de7f2afab8ae416c404ef65c5e2af470f991dff3053962f0b41da1779806594,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738.csv,8cf96bbba037d33f404586989277dc2d316eb1c6abd5331829b32a3de170e932,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_metadata.json,4d38d92346c03f4aa407f8807d294cfcd6ca79b14c20c0c0e6d5550b23866614,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260713_144738_retrieval_traces.jsonl,ad1ee8c126805ac659fb38dcac67efe64f0f284f58a6b6aedbb1281b3ece16aa,Qwen/Qwen3.5-9B-Base,68c46c4b3498877f3ef123c856ecfde50c39f404,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,1307,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,base,static_seed42,run_base_20260715_091427,configs/eval_qwen35_2b_base_static_fewshot_k1_full_schema_seed42_spidertrain6960_maxinput2048_full_aliasnames.json,23cedbf1ceb8895f527fe81fd0c3dbb7f8fed48e5e217fb38843611fe3681fb0,results/run_base_20260715_091427.csv,b8641af7e268cbb7093a5c0de0db590d285ae0f1262c5dd461dd65d944f0d2c4,results/run_base_20260715_091427_metadata.json,19d0dcfec2cdf395677517fb894b51853b71cc992d9629be907178c43ef35a37,results/retrieval_traces/run_base_20260715_091427_retrieval_traces.jsonl,0a0376c7feb11ec548c04cf2b0cd4e7fdf3053b003a1c8baccdb03853665e90b,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,base,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1020,True,1032,True,960,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata
PRE_K3_AUTHORITATIVE_BASELINE,Qwen 3.5 2B,lora_v2,static_seed42,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_static_k1_full_schema_seed42_maxinput2048_full_aliasnames.json,948f460175a6ad1bec26124357fb09e1ed5e23b87d3c39b0a4276588c1121d42,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013.csv,b7c34fce681362e97f7e2281538ca314a03224870ee65a731849fa4aa2ba41db,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013_metadata.json,a96ebaaf7ce8a45a3d7a0c2c589e4c03ba3a09fde95984949bba6ade106b687c,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_112013_retrieval_traces.jsonl,0a0376c7feb11ec548c04cf2b0cd4e7fdf3053b003a1c8baccdb03853665e90b,Qwen/Qwen3.5-2B-Base,b1485b2fa6dfa1287294f269f5fb618e03d52d7c,AUDIT_RECONSTRUCTED,lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5,main_06_batch_run,,NOT_PERSISTED,qwen_sqlctx_chatml,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1032,True,1032,True,960,0,0,True,COMPLETE_VALID,model revision reconstructed from authoritative audit/cache; not persisted in this run metadata; runtime runner SHA256 not persisted; method/config/results independently audited
PRE_K3_AUTHORITATIVE_BASELINE,Llama 3.2 3B Instruct,base,static_seed42,run_base_20260714_172224,configs/eval_llama32_3b_instruct_base_static_k1_full_schema_seed42_maxinput2048_full_aliasnames.json,b57dbc56082a4075bf271b257e931e44a531231ea82afc6fa084c3a35b3529f8,results/run_base_20260714_172224.csv,4b217fc7c6105d1924244c91faf104ded760b45536b580b51e9ed27d47a9e92b,results/run_base_20260714_172224_metadata.json,fdff310de798fd5bf4e8b9ef6cb18a39ae791b5fda4fbd12ee1b434634913ff8,results/retrieval_traces/run_base_20260714_172224_retrieval_traces.jsonl,f46dac7f077d54ae47b3b947f0da273149e4656aaa6c7d0e916cc1cc78c21266,meta-llama/Llama-3.2-3B-Instruct,0cb88a4f764b7a12671c53f0838cd831a0843b95,PERSISTED,base,main_06_batch_run,a37286649920f4224999b5184e6117ea31f24968ad2c353ff338397c99a7a3c9,PERSISTED,llama32_instruct_native_chat,d6dd5afc21336e4b44114511a1084e88758692cfb9ad1c24b9ca14e2f30a147e,2048,256,1,sql_first_statement_only,none_explicit,1032,1032,0,0,True,1032,1031,True,1032,True,945,0,0,True,COMPLETE_VALID,
