pair_id,model_key,model_line,model_role,role_label,semantic_condition,k1_condition,k3_condition,k1_run_id,k3_run_id,k1_config_path,k1_config_sha256,k3_config_path,k3_config_sha256,k1_result_path,k1_result_sha256,k3_result_path,k3_result_sha256,k1_metadata_path,k3_metadata_path,k1_trace_path,k3_trace_path,cases,case_order_identical,model_adapter_match,testset_match,prompt_system_schema_match,retrieval_method_gate_structure_match,extractor_decoding_output_limit_batch_match,k1_k,k3_k,k1_max_input_tokens,k3_max_input_tokens,k1_timeout_policy,k3_timeout_policy,expected_differences,config_method_notes,comparability_status,comparability_warning
qwen2b:lora_v2:structure_gate070_vs_structure_top3_gate070,qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure_top3_gate070,structure_gate070,structure_top3_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740,run_k3_qwen2b_lora_v2_structure_top3_gate070_maxin4352_20260717_191647,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,aba5dbe17f34e7f926ba86ce9df429cc51b05665c5771ca33e83d66be9092209,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,574bcdcc55072869145b6ada03ebd853bece0ec7926ec261b8a805ec2435592d,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740.csv,81d045dec8f4c4188efe4cacbecc7d9863a36c38f19d31d3f3bf1b680417a2b7,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_gate070_maxin4352_20260717_191647.csv,139a4c9387fe9f29fca43ea1c154b11105b3a26a4541920969ba0c63d5244446,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740_metadata.json,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_gate070_maxin4352_20260717_191647_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_124740_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_structure_top3_gate070_maxin4352_20260717_191647_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
qwen2b:lora_v2:structure_gate085_vs_structure_top3_gate085,qwen2b,Qwen 3.5 2B,lora_v2,LoRA v2,structure_top3_gate085,structure_gate085,structure_top3_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822,run_k3_qwen2b_lora_v2_structure_top3_gate085_maxin4352_20260717_195838,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,a3969438f279d94ec908c2e990cb25406de1017efbee1bdd7f62ef39edb40a77,configs/eval_qwen35_2b_lora_v2_old25k_r8_alpha16_mixedval2500_v2_bestepoch1_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,976f85d7af9f146f01e54b0d5df11e21376bedb66505e1518a4ff0e7c28d93c9,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822.csv,954db6c8ef5926ecadd1335ac8600711afb1f25d72ee86922d0c23af5ff23cf6,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_gate085_maxin4352_20260717_195838.csv,0d232f908fbdeef26111103ba073f0f56aa93be1bc99a87b94da66537fded6f9,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822_metadata.json,results/k3_extension_20260717/run_k3_qwen2b_lora_v2_structure_top3_gate085_maxin4352_20260717_195838_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_132822_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_qwen2b_lora_v2_structure_top3_gate085_maxin4352_20260717_195838_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:top1_vs_top3,llama3b,Llama 3.2 3B Instruct,base,Base,top3,top1,top3,run_base_20260714_164116,run_k3_llama3b_base_top3_maxin4352_20260717_203852,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,cd638753720cd43a32396331f246fec03858992b68999025b8944205aa0a28bc,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames.json,f72ecf18ad94f41493c42cda30f86026f981d341c421ac9d570dac06f46ed39c,results/run_base_20260714_164116.csv,1558342a130fc421f25bb320bb8f6fd068d7f395a2ab81af9647b0ad59763088,results/k3_extension_20260717/run_k3_llama3b_base_top3_maxin4352_20260717_203852.csv,aeb3992fdea5b39f552de238fa859a52d9a311b54186ff96808a02374ca4394c,results/run_base_20260714_164116_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_top3_maxin4352_20260717_203852_metadata.json,results/retrieval_traces/run_base_20260714_164116_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_top3_maxin4352_20260717_203852_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:top1_gate070_vs_top3_gate070,llama3b,Llama 3.2 3B Instruct,base,Base,top3_gate070,top1_gate070,top3_gate070,run_base_20260714_165432,run_k3_llama3b_base_top3_gate070_maxin4352_20260717_205807,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,dadd1f60b8aed6b5baf93e87c5f081e5321b0b1220ed9249d6456163ea77f23e,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,145f53212831facf257001ccfa68efe640052818deb868fe3f7ae62ad64146ef,results/run_base_20260714_165432.csv,48cef6fd6bde75564f119f6adfcd445556b6f5efc293e241c4ad9d8f15fc58cf,results/k3_extension_20260717/run_k3_llama3b_base_top3_gate070_maxin4352_20260717_205807.csv,ccf19dc0f0f0859b1e9a0115f2de0a54f7bcf801a42cff0453834b57f25cb3fc,results/run_base_20260714_165432_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_top3_gate070_maxin4352_20260717_205807_metadata.json,results/retrieval_traces/run_base_20260714_165432_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_top3_gate070_maxin4352_20260717_205807_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:top1_gate085_vs_top3_gate085,llama3b,Llama 3.2 3B Instruct,base,Base,top3_gate085,top1_gate085,top3_gate085,run_base_20260714_170748,run_k3_llama3b_base_top3_gate085_maxin4352_20260717_211705,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,e4569c64126a69fa95b90cdfb47d73451d88cbfcb54a91b5ca66a28921e1ef5b,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,80594e2a0725b714ca62863d2c64db3732a27b1890828d85fa12db8b3076a79b,results/run_base_20260714_170748.csv,37307711c04c1935c4c35bd94a4d85680451ef9a63369d562a43ef1333459651,results/k3_extension_20260717/run_k3_llama3b_base_top3_gate085_maxin4352_20260717_211705.csv,8c1e0c949e2722149500a487ba5c2624183bcd79799be5322b93700aff19676d,results/run_base_20260714_170748_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_top3_gate085_maxin4352_20260717_211705_metadata.json,results/retrieval_traces/run_base_20260714_170748_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_top3_gate085_maxin4352_20260717_211705_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:structure_vs_structure_top3,llama3b,Llama 3.2 3B Instruct,base,Base,structure_top3,structure,structure_top3,run_base_20260714_173302,run_k3_llama3b_base_structure_top3_maxin4352_20260717_213156,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,5200355e940504249349e30624064231d80fd55863110fa823455f9742eac41a,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames.json,3f97151c66b85513467fea089555be7da9bba31a177b2292ea2e93466155e245,results/run_base_20260714_173302.csv,a06d930b621179a0cf41d981eb0cbc36d14ebb133eee0015feae3b20280f9bb8,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_maxin4352_20260717_213156.csv,42554de7307d4e5c0e32fa4f28a52ce3f1d9c91653d879b1b2ab62fdfec949a6,results/run_base_20260714_173302_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_maxin4352_20260717_213156_metadata.json,results/retrieval_traces/run_base_20260714_173302_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_structure_top3_maxin4352_20260717_213156_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:structure_gate070_vs_structure_top3_gate070,llama3b,Llama 3.2 3B Instruct,base,Base,structure_top3_gate070,structure_gate070,structure_top3_gate070,run_base_20260714_174639,run_k3_llama3b_base_structure_top3_gate070_maxin4352_20260717_214607,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,ece6deb366feed8a9c785b2bd375e542c0a387ff0b3dc28150152aecf4ee121b,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,290efa4a0b02012c8351290a8c093e01eb7903c01b0c96c202b7e9a58f92c0c7,results/run_base_20260714_174639.csv,371a7952268d34f7675cbe82afcbfab8c779ed42e169fcdb0049554cdfcf5f04,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_gate070_maxin4352_20260717_214607.csv,67f66f2e05c73d784f162fa88b23ae048d506a448d843c02ddf2dc2a58b518f9,results/run_base_20260714_174639_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_gate070_maxin4352_20260717_214607_metadata.json,results/retrieval_traces/run_base_20260714_174639_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_structure_top3_gate070_maxin4352_20260717_214607_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:base:structure_gate085_vs_structure_top3_gate085,llama3b,Llama 3.2 3B Instruct,base,Base,structure_top3_gate085,structure_gate085,structure_top3_gate085,run_base_20260714_180015,run_k3_llama3b_base_structure_top3_gate085_maxin4352_20260717_215940,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,d040c91d7fb8be171dcd77198ae95516add1c7f68976e192d012dd81d904a47a,configs/eval_llama32_3b_instruct_base_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,7853e66bb5628f398d44b629773c5667e95c787d96d426360b0d404c5869051c,results/run_base_20260714_180015.csv,1c60b02d9fe274256a42be8eea27050ec42d874472f99b0839416514889f67be,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_gate085_maxin4352_20260717_215940.csv,b58ac01b588cccd36eab863156a31ebaa76e2b1f5c0486f91668563ad6d5076b,results/run_base_20260714_180015_metadata.json,results/k3_extension_20260717/run_k3_llama3b_base_structure_top3_gate085_maxin4352_20260717_215940_metadata.json,results/retrieval_traces/run_base_20260714_180015_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_base_structure_top3_gate085_maxin4352_20260717_215940_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:top1_vs_top3,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,top3,top1,top3,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_222657,run_k3_llama3b_lora_v2_top3_maxin4352_20260717_221429,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top1_k1_full_schema_maxinput2048_full_aliasnames.json,5c02652cb2b51211224a0321db890f441c4786f778a8c1032633bb6d5aa69e79,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top3_k3_full_schema_maxin4352_full_aliasnames.json,566e2dc0ead804212232767ddec2a36d276765654343a58a34a50b66a7239450,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_222657.csv,ad2113ec0526cb708d01335869e5f873f2784a2ae9afef99e2a36f61837681bd,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_maxin4352_20260717_221429.csv,85f1793e1a855701d79141f5d76da420ddbb025bf7e31f8ff52613b78b7c3cd1,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_222657_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_maxin4352_20260717_221429_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_222657_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_top3_maxin4352_20260717_221429_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:top1_gate070_vs_top3_gate070,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,top3_gate070,top1_gate070,top3_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553,run_k3_llama3b_lora_v2_top3_gate070_maxin4352_20260717_224434,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top1_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,83e70474d632aa71f108e62a6f606d2937db7ca1823df313dc90ef12bd0b2ee4,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,755ad440f7bfc985acdeb838f7a81a754cd24fd329dd2873379a273854ad9c46,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553.csv,4ee03c772d8fd6b4d7d8b0f51b565edf58925163e53598f15b25d54438261f33,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_gate070_maxin4352_20260717_224434.csv,34de09e4486a574ce27a7347d9376b8b0ce3c8bca9be5aec329aac0d1846e8a3,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_gate070_maxin4352_20260717_224434_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_225553_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_top3_gate070_maxin4352_20260717_224434_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:top1_gate085_vs_top3_gate085,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,top3_gate085,top1_gate085,top3_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516,run_k3_llama3b_lora_v2_top3_gate085_maxin4352_20260717_231428,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top1_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,3a1e79753c7477ef4a5633dd1a40b132291fa2d6a3a979bbc6f96e7f0b4693d5,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,056729e47746bcc0293b9095da3a795c86b75d0826c93add6d5f236ba2ad94ab,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516.csv,a60c4e896c75443f176e2423252dd6d09dc127ca615fb24c2c9f058407ef3c7a,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_gate085_maxin4352_20260717_231428.csv,46c428c9dc5264c9711ee13923b6f52f1534ab27932e4f0b5bc3419a9f9f0d67,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_top3_gate085_maxin4352_20260717_231428_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260714_232516_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_top3_gate085_maxin4352_20260717_231428_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:structure_vs_structure_top3,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,structure_top3,structure,structure_top3,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_002034,run_k3_llama3b_lora_v2_structure_top3_maxin4352_20260717_234324,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_k1_full_schema_maxinput2048_full_aliasnames.json,608399e5b47e85609fc2082a0a92f149e3cf440b693aa9832ba0cb6f4e7448b9,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_top3_k3_full_schema_maxin4352_full_aliasnames.json,4966c61fc87c6d4e513bf01a3d683b74898486554558969fe07e3e060593dcfd,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_002034.csv,cd53672a85f37a33cd514f10608977266c3028e66e9fcba661cc33a626033bb5,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_maxin4352_20260717_234324.csv,4b6ca7737371ea69ce88ace69e5362f1e01b1a5be763890bf5154170d79efeb4,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_002034_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_maxin4352_20260717_234324_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_002034_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_structure_top3_maxin4352_20260717_234324_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:structure_gate070_vs_structure_top3_gate070,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,structure_top3_gate070,structure_gate070,structure_top3_gate070,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_005046,run_k3_llama3b_lora_v2_structure_top3_gate070_maxin4352_20260718_001419,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_gate070_k1_full_schema_maxinput2048_full_aliasnames.json,071fd48d9f1b4d90878ae3d7847be1eb0b73eeec8a10aca2dbaf4ac8c30db580,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_top3_gate070_k3_full_schema_maxin4352_full_aliasnames.json,8467df1ffa75fa638de57c10589ed18b133bf4109fd9abd0dbcb0c79ea09c3a9,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_005046.csv,36a6cc3396229bb3f7e49ac84cbc65b2da3bac15585ee28298e294061033ab41,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_gate070_maxin4352_20260718_001419.csv,4675cb2832e7b27f323c4d847b8f4b86f5db06b2e4d3ecd4a926aa94bcbb7187,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_005046_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_gate070_maxin4352_20260718_001419_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_005046_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_structure_top3_gate070_maxin4352_20260718_001419_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
llama3b:lora_v2:structure_gate085_vs_structure_top3_gate085,llama3b,Llama 3.2 3B Instruct,lora_v2,LoRA v2,structure_top3_gate085,structure_gate085,structure_top3_gate085,run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027,run_k3_llama3b_lora_v2_structure_top3_gate085_maxin4352_20260718_004341,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_gate085_k1_full_schema_maxinput2048_full_aliasnames.json,adeebe74aad37955ee1188e78de17db1d8aa4b5e5b621a386e7d95f81074fdd8,configs/eval_llama32_3b_instruct_lora_v2_old25k_r8_alpha16_mixedval2500_v2_dynamic_bge_large_top10_structure_rerank_v2_top3_gate085_k3_full_schema_maxin4352_full_aliasnames.json,9f237f2c207cb830b3547d14472b1589567b0ebf995c6e30baa94e2244fa906f,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027.csv,282b619b5225c6891292c2c9e0f2c889d2e8fd8ba1dc52cd1ef3117c2820dee8,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_gate085_maxin4352_20260718_004341.csv,007ccc74957aa2169a67793e944920561cd535cf78f7f97d1b051be5730985ab,results/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027_metadata.json,results/k3_extension_20260717/run_k3_llama3b_lora_v2_structure_top3_gate085_maxin4352_20260718_004341_metadata.json,results/retrieval_traces/run_lora_v2_fullchat_old25k_r8_alpha16_mixedval2500_v2_schemaheaderfix_evalstop_maxlen2048_epochs5_20260715_012027_retrieval_traces.jsonl,results/k3_extension_20260717/retrieval_traces/run_k3_llama3b_lora_v2_structure_top3_gate085_maxin4352_20260718_004341_retrieval_traces.jsonl,1032,True,True,True,True,True,True,1,3,2048,4352,no_explicit_statement_timeout,no_explicit_statement_timeout,k=1_vs_3;prompt_length;max_input_tokens;output_identity,[],MATCHED_WITH_LIMITATIONS,max_input_tokens_2048_vs_4352
